TITLE,LIKES,SHARES
"Prime Minister Hun Sen said Buddhism not only provided peace of mind, but also contributed to order and peace in society, development in all sectors and the preservation of the Cambodian national identity.",40,1
"The Ministry of Agriculture, Forestry and Fisheries and civil society are working together to improve the value chain of natural rubber make production more sustainable and boost economic growth.",6,1
"The Ministry of Foreign Affairs and International Cooperation on February 15 issued a statement allaying concerns about the establishment of the National Internet Gateway (NIG), saying they were unfounded.",0,0
"In Opinion:
Eye care, glasses should be included in our social insurance scheme",13,2
"Tourism players are brimming with enthusiasm about potential tailwinds for the embattled local industry, driven by the reinstatement and expansion of visa waiver schemes around the world and the global travel market’s return to full strength.",9,0
Soaring energy prices have brought massive profits to oil majors – along with fierce criticism from environmentalists and politicians at a time when consumers are left with rising bills.,12,0
Thailand's car market has come under pressure after a package of measures to promote electric vehicle (EV) purchases stalled before reaching the Cabinet for approval.,6,0
Japan beer giant Kirin on February 14 became the latest foreign company to announce that it was leaving Myanmar in the wake of a coup last year and a military crackdown on dissent.,12,1
Electricite du Laos (EdL) is aiming to significantly reduce expenditure in 2022 compared to 2021 in a bid to support government efforts to tackle economic and financial difficulties and stabilise macroeconomic growth.,5,1
"Despite high market demand for edible bird’s nests, the prices and investments involving the commodity have not shown significant positive trends in recent years, according to Cambodia Bird’s Nest Federation president Nang Sothy.",4,4
"Stakeholders are pushing for the transformation and modernisation of agriculture in Cambodia into a resilient, dynamic and high-growth sector that would more vigorously accelerate rehabilitation, poverty alleviation and inclusive growth to contribute to trade and food security.",5,4
The Ministry of Environment’s General Department for Nature Conservation and Protection on February 15 announced that it will put forest products harvested in the reservoir of the Stung Pursat I hydropower project up for auction.,10,1
"Banteay Meanchey provincial authorities have finished the planting of trees across the entire Zone 3 of the Tonle Sap Lake, with more than 30,000 flooded forest trees and bamboo seedlings planted in an area of about 12,000ha.",23,1
"The funds will be used to vaccinate Cambodians against Covid-19 from 2022 to 2023, and will include annual booster shots for those already vaccinated and first doses for children under 5.",4,2
"A senior official in Preah Vihear province said that in the last few years no Cambodians had crossed the border to illegally fell Kranhuong trees (Dalbergia cochinchinensis) in Thailand, as both authorities had tightened border crossings due to the outbreak of Covid-19.",14,0
"The Cambodian Veterans Association (CVA), plans to construct another 3,000 homes for veterans across the country. More than 5,000 have been built in the last 10 years.",4,1
"Transport industry players and other stakeholders have reiterated a call for more government support to temper rising fuel prices, and blunt the impact on families and businesses.",14,3
"The National Election Committee (NEC) has prepared a budget of $43 million for the commune council elections scheduled for June 5, a decrease of almost 10 per cent from the 2017 elections.",5,1
195 new Omicron community cases in Cambodia,13,1
"ASEAN is launching a fact-finding mission to accelerate East Timor’s accession into the bloc, a task expected to be completed in the first quarter of 2022, according to the Ministry of Foreign Affairs and International Cooperation.",4,0
"The last remaining Irrawaddy dolphin in the Chheuteal Pool of Stung Treng province was found dead on February 15, with experts concluding that it may have died due to tail injuries caused by an entangled fishing net.",103,23
"Newt Gingrich, former Speaker of the US House of Representatives, praised Prime Minister Hun Sen for his efforts to bring Cambodia out of its civil war and into peace.",10,0
Ministry of Health spokeswoman Or Vandine has observed that the rapid increase in the number of Covid-19 infections can likely be attributed to the large number of wedding ceremonies in recent months as they return to pre-pandemic levels.,47,0
"The Ministry of Economy and Finance on February 14 allocated $100 million to two state-owned banks to provide additional support to small- and medium-sized enterprises (SME), and the agriculture and agro-industry sectors.",16,3
"Sihanoukville is expected to draw in waves of tourists when the world emerges from the coronavirus pandemic, and provincial authorities pulling out all the stops to make that vision a reality, according to Preah Sihanouk provincial deputy governor Long Dimanche.",17,2
The Ministry of Labour and Vocational Training requested that the World Bank further support Technical and Vocational Education and Training (TVET) to develop the skills young people will need to meet the current demands of the labour market.,21,3
The Banteay Meanchey Provincial Court has summoned the Preah Netr Preah district governor and Prasat commune chief to testify next month in cases concerning the clearing of three forest areas near the Tonle Sap Lake.,3,0
Svay Rieng provincial police have arrested a private medical practitioner and sent him to court after a young boy died following an injection.,4,1
The NGO Child Protection Unit (CPU) and the National Committee for Counter-Trafficking (NCCT) remain committed to working together to combat crimes against children across Cambodia.,25,2
The Koh Kong Provincial Administration is rolling out plans for infrastructure and building construction for 2022 as the coastal province attracts increasing interest among investors.,47,2
[Advertorial] Learning in Kampot schools goes digital with Metfone-developed SIS Cambodia,4,1
Cambodia and Thailand are holding another round of discussions to brainstorm the most effective way to transform the Thma Da border crossing into an international checkpoint to stimulate trade and tourism cooperation between the two countries.,15,3
The Phnom Penh Municipal Court has remanded businessman Duong Ngiep – who was also a senior official at the Ministry of Interior prior to his arrest – in custody at Prey Sar Prison over alleged land fraud.,10,0
"Forest crime, including illegal logging and transportation of timber, is rampant in the Cardamom Mountains Wildlife Sanctuary, according to the environmental watchdog ACNCIPO.",16,1
[Advertorial] TikTok to keep Cambodians safe online with ‘never-ending’ safety processes,12,2
Daily Omicron community cases in Cambodia down to below 200,16,2
"Authorities and communities in Preah Rumkel commune of Stung Treng province’s Borei O’Svay Sen Chey district say the Irrawaddy dolphin in Anlung Chheuteal is functionally extinct, with the sole remaining dolphin appearing close to death.",42,5
It has been two years since Prime Minister Hun Sen allowed thousands of multinational passengers of the MS Westerdam cruise ship to dock at Preah Sihanouk port on February 14.,20,1
"The National AIDS Authority (NAA) took Valentine’s Day as an opportunity to educate the general public about HIV/AIDS prevention, especially among young people and those with same-sex partners.",9,0
"Cambodia will play host to the three-day ASEAN Foreign Ministers’ Retreat from February 15-17, where seven ASEAN foreign ministers will be meeting in person, notably without the presence of Myanmar, according to the Ministry of Foreign Affairs and International Cooperation.",28,1
Saint Valentine’s Day may now be celebrated worldwide but traditions are often very different – and sometimes have nothing at all to do with romance.,21,1
The European Commission has decided to include certain gas and nuclear activities in its taxonomy – a classification system that offers guidelines on private investment promoting climate neutrality.,9,0
"Donors have provided much-needed humanitarian aid to a community of HIV-positive families in Battambang province’s Roka commune, which has been hit by funding shortages stemming from civil society organisations (CSOs) having their funding cut during the Covid-19 pandemic.",10,0
"Efforts to defuse the crisis in Ukraine via a frenzy of telephone diplomacy failed to ease tensions Saturday, with US President Joe Biden warning that Russia faces “swift and severe costs” if its troops carry out an invasion.",18,2
"As lovers in Thailand prepare to shower each other with tokens of affection this Valentine’s Day, health authorities are urging couples to practise safe pandemic sex – including wearing masks during intercourse.",10,0
"The efficacy of third doses of the Pfizer and Moderna mRNA vaccines wanes substantially by the fourth month after administration, a new study by the US Centers of Disease Control and Prevention (CDC) said on Friday.",12,2
"Global development progress does not automatically lead to a greater sense of security, according to a new UN Development Programme (UNDP) report on human security released recently in New York.",4,0
"Myanmar's ruling State Administration Council (SAC) on Saturday announced an amnesty for more than 800 prisoners, as it held a parade and show of force in the capital to mark the country’s Union Day.",9,0
"The Laos-China Railway Co Ltd (LCRC) has outlined various problems that the government needs to address in relation to railway operations, with the issues being raised during a visit by Deputy Prime Minister Dr Sonexay Siphandone.",12,0
"South Korea’s top four major banking groups – KB, Shinhan, Hana and Woori – saw their combined earnings last year hit a record high, largely buoyed by robust interest and commission income.",12,0
"The General Department of Customs and Excise of Cambodia (GDCE) reported that it collected 9.2957 trillion riel ($2.295 billion) in revenue last year, down by 5.1 per cent from $2.419 billion in 2020.",6,0
Minister of Commerce Pan Sorasak has asked Canada to explore the possibility of establishing a bilateral free trade agreement (FTA) with the Kingdom as soon as practicable to improve trade flows between the two countries.,11,1
Ministry of Commerce spokesman Pen Sovicheat sat down with The Post’s May Kunmakara to talk about the World Bank’s report and what the ministry has been doing to shore up exports.,9,0
[Post Securities] Choosing right brokerage firm is key for investors to succeed in the stock market,4,1
"“Before leaving for work, all officers should check their appearance to ensure that they are correctly dressed and fit to represent the police force,” he said.",30,1
"Radio broadcasting institutions have been crucial in the fight against fake news on social media in Cambodia, said Prime Minister Hun Sen in a message to mark World Radio Day.",7,1
"As of December 31, government has provided overseas employment opportunities to more than 1,301,609 workers, including 528,799 women, according to Minister of Labour and Vocational Training Ith Samheng.",12,0
"South Korea has pledged to expand economic and trade cooperation with Cambodia after a free trade agreement (FTA) signed by the two countries last year enters effect in the near future, Prime Minister Hun Sen affirmed in a statement at the weekend.",9,1
[Advertorial] Wing Bank hosts General Department of Taxation director-general Kong Vibol — showcases its digital innovations in financial solutions,18,0
"The National Election Committee (NEC) officially announced the validity of the 2021 voter list, which consists of 9,205,690 voters, or 87.98 per cent of all eligible citizens aged 18 years and over, including 4,904,832 woman.",4,1
Daily Omicron community cases in Cambodia jump to nearly 500,38,3
"Fully vaccinated Covid-19 patients who have been treated at home and test negative are allowed to return to daily activities, while those without the primary course of jabs are required to complete an additional seven days of quarantine, the Ministry of Health has announced.",26,2
Prime Minister Hun Sen has said pressure alone will not address the deeply rooted causes of conflict between the two Koreas.,11,0
"“While drafting this decree, we hope to prepare a precise definition of when the title is to be offered, the obligations of those who hold it and the conditions whereby the title could be stripped from a holder.",14,0
"Three ministries have called on people, especially the young, to take part in controlling the spread of Covid-19, especially Omicron, during Valentine’s Day on February 14.",32,0
"Prime Minister Hun Sen shared Cambodia’s lessons on peacemaking and national reconciliation at the World Summit in Seoul, marking the end of a four-day trip to South Korea where he clinches a peace prize.",28,0
Daily Omicron community cases in Cambodia up to nearly 400,33,3
Rules set for schools as Omicron spreads,46,2
"Cambodia's electoral system significant improved, UK envoy told",9,0
"Interior ministry, Vietnam counterpart pledge cooperation",4,0
"Hun Sen: No peace, no hope",14,1
PM requests more quotas for Cambodia workers in S Korea,8,0
Cambodia studies impacts of undersea fiber optic cables,32,0
The Ministry of Labour and Vocational Training continues to work with relevant institutions and partners to address safety issue related to transportation for factory workers.,13,0
Cambodia's carbon neutrality strategy a boon to economy,2,0
"The government had provided financial support of over 113 billion riel (nearly $28 million) to pregnant workers through the National Social Security Fund (NSSF) as of 2021, according to Minister of Labour and Vocational Training Ith Samheng.",20,0
Former UN secretary-general Ban Ki-moon commended Cambodia for its active roles as the ASEAN chair in 2022 and Prime Minister Hun Sen for his recent visit to Myanmar which he said was an important move towards a solution to the crisis.,12,0
Another 295 Omicron community cases in Cambodia,19,2
"The Ministry of Economy has asked its agriculture counterpart to establish a comprehensive system of rules and procedures for auctions of live pigs to be imported into the Kingdom, to maintain market price stability at a reasonable level during shortages of domestic hogs.",7,0
"Bilateral trade between Cambodia and the US stood at $9.159 billion in 2021, rising by 32.6 per cent from $6.906 billion a year earlier, following an 18.0 per cent uptick from 2019, according to US Census Bureau (USCB) data.",31,4
"The Ministry of Commerce plans to register “Doung khtis Battambang” – or “Battambang wax coconut” – as a “collective brand” to ensure the sustainability of the regional delicacy and continued benefits for farmers and local actors, as well as to bring a taste of local culture and tradition to a broader international audience.",9,1
"The Government Spokesperson Unit recently held its annual press conference offering journalists an opportunity to query the challenges and achievements of government ministries and institutions, in line with the Access to Information law.",5,0
"The Cambodian Mine Action Centre (CMAC) has laid out demining plans that aim to make Phnom Penh and five other provinces landmine-free by 2022, targeting the remaining anti-personnel landmines in minefields that have been logged in the national database.",23,1
The Phnom Penh Municipal Hall has been holding discussions with the Cambodia Trucking Association (CAMTA) and major businesses to find an efficient way of relocating factories and warehouses to the outskirts of Phnom Penh.,37,4
A senior Ministry of Environment official expressed concern over the impact of microplastics and hazardous substances released from plastic waste.,13,1
"World leaders are under pressure to conclude years of talks on an agreement to protect open oceans that help sustain life on Earth, cover almost half the planet and currently fall under no country’s laws.",11,0
The national committee tasked with reviewing pardon and sentence reduction requests for prisoners will hold a meeting in March to examine the possibility of granting such requests for the upcoming New Year and Visak Bochea Day.,10,0
A total of 252 vehicle owners were fined from February 4-9 in Takeo and Preah Sihanouk provinces for failing to pay annual road taxes after the February enforcement campaign got underway.,20,1
"State-run Phnom Penh City Bus has renewed its call for people to use public transportation services to help reduce traffic congestion, accidents and environmental pollution in the capital.",29,2
Manufacturing businesses told to give workers Covid booster shots,2,0
Two ministries launch major tourism tax policies for 2022,7,0
"Prime Minister Hun Sen on February 11 said a war cannot be ended by a war, in his opening remarks at the World Peace Summit 2022 held in South Korea under the theme “Toward Peace on the Korean Peninsula”.",18,0
Real estate developer JS Land Plc listed on the Cambodia Securities Exchange’s (CSX) Growth Board on February 10 raising some 49 billion riel ($12 million).,8,0
The National Committee for Disaster Management (NCDM) and Caritas Cambodia have signed a memorandum of understanding (MoU) to strengthen cooperation in monitoring and evaluating disaster management.,5,0
"O'raing district governor Seak Mony in Mondulkiri province acknowledged that he had transferred hundreds of hectares of farmland from farmers in Sen Monorom commune, but noted that their land was purchased by Srey Chanthou, who holds the honorific Okhna.",12,1
Ministry of Health spokeswoman Or Vandine warns that the Covid-19 situation in Cambodia is now alarming with new daily Omicron cases reaching three-digit increase in recent days.,35,2
This property tax has been deferred for the third time in spite of moves to expand the tax base and revenue. But continued delays are eliciting questions as to its motive,15,2
"Clearer, more detailed guidelines on rules of origin criteria will unlock huge economic benefits for exporters and businesses from the Regional Comprehensive Economic Partnership (RCEP) that entered into force in Cambodia on January 1, officials and insiders said.",11,2
"Minister of Interior Sar Kheng warned that drug problems are sweeping Cambodia, thereby necessitating strict law enforcement by the National Police and municipal and provincial governors.",14,0
"The Phnom Penh Municipal Hall and several provincial administrations have begun re-implementing measures to restrict gatherings in an effort to stem the rapid spread of the Omicron coronavirus variant, which has pushed daily cases above 200 for the last two days.",43,3
Cambodia logs another 266 Omicron community cases,35,3
"Cambodia is holding the ASEAN chairmanship at a time of internal and institutional troubles in the bloc unprecedented in the last 23 years, according to Minister of Foreign Affairs and International Cooperation Prak Sokhonn.",11,0
Monks protecting the Sorng Rukahvorn Community Forest in Oddar Meanchey province are committed to turn the area into a Buddhist-style natural tourist attraction for Cambodians and foreigners.,64,4
Thirty-five families affected by the development of three canals in the Tatuk community gathered in front of the Phnom Penh Municipal Hall on February 9 to request a response to a letter they had sent in 2019.,5,0
"A forestry crime suspect committed suicide by hanging himself in the detention room of the Pursat provincial Department of Environment on February 8, officials said.",6,0
A complete new set of road traffic laws is expected to be introduced to the parliament later this year after passing through many working groups and reaching Minister of Interior Sar Kheng for final review.,11,0
287 housing developers get licences in 2010-21: REBPB,5,1
"In Opinion:
Ukraine crisis sends shock waves across energy markets",11,1
"Plastic has infiltrated all parts of the ocean and is now found “in the smallest plankton up to the largest whale” wildlife group WWF said on Tuesday, calling for urgent efforts to create an international treaty on plastics.",14,0
Pfizer forecast more than $50 billion in 2022 sales for its Covid-19 vaccine and therapeutic on February 8 as the pharmaceutical giant reported a more than doubling of annual profits on strong sales of its inoculation.,14,0
"A senior Ministry of Health official has advised provincial administrations across the country to dispatch mobile medical teams to give booster shots to those living in rural areas, in addition to existing vaccination sites in districts.",4,0
"Phnom Penh International Airport handled 55,000 tonnes of air freight in 2021, surging by about 28 per cent from a year earlier, according to a State Secretariat of Civil Aviation (SSCA) report.",6,1
NGO affiliate to buy ACLEDA’s CSX shares,3,1
"China will work with Vietnam to preserve the traditional relationship, deepen comprehensive strategic cooperation between the two countries, protect common strategic interests and promote the bilateral relationship, Chinese Ambassador Xiong Bo has said.",13,1
"The World Health Organisation (WHO) lamented on February 8 that half a million Covid-19 deaths had been recorded since the Omicron variant was discovered, calling the toll “beyond tragic”.",17,3
"Digital marketing experts and Cambodian businesses convened in a workshop on leveraging e-commerce platforms, in the first of a series of events held by a digital coalition set up to help businesses rebound after the devastating effects of the Covid-19 pandemic on enterprise.",5,0
"Investors are eyeing the Vietnamese liquefied natural gas (LNG) market since environmental protection has become a major factor in energy development in the country, experts have said.",6,1
"The Thai automotive industry expects to manufacture 1.8 million vehicles this year, one million for export, as market demand continues to improve.",11,1
"Cambodian Mine Action Centre (CMAC) officers destroyed a mix of almost 4,500 munitions discovered by a farmer in Trapaing Chor commune’s Chheu Teal Chrum village of Kampong Speu province’s Oral district.",17,2
"The Kingdom will strive to increase environmental sustainability and address climate change issues to build a “green ASEAN” and ensure a more resilient and inclusive future, according to Council for the Development of Cambodia (CDC) secretary-general Sok Chenda Sophea.",2,1
"‘Digital link’ between post, customs launched",8,0
"The Ministry of Culture and Fine Arts has assessed it accomplishments since the 2019 government mandate began, and concluded that it has achieved a great deal in the area of reparation and in the preservation of temples, ancient buildings and artefacts.",3,0
CAMSOC two-day ‘Cambodia 2023’ SEA Games conference to conclude,7,1
The Kantha Bopha Cambodia Foundation signed a memorandum of understanding (MoU) with the Kantha Bopha Swiss Foundation to further strengthen cooperation to manage the five Kantha Bopha Children’s Hospital in a more sustainable manner.,9,1
[Advertorial] Russia-Ukraine tensions dent investors’ sentiment,3,0
The extraordinary congress of FUNCINPEC has unanimously elected Prince Norodom Chakravuth as party president.,13,1
"The Apsara National Authority (ANA) has launched training courses to strengthen the hospitality and English language skills of 100 national travel agents, with the intention of contributing to the promotion of its world heritage site.",46,2
"Officials from the Pursat and Mondulkiri provincial administrations have rejected the findings of a new Adhoc report which claimed that wrongful arrest, allegations and detention of people involved in land disputes was rampant, and that corruption was rife in the mediation of such cases.",17,0
The Phnom Penh Municipal Court has decided to postpone the treason trial for former opposition leader Kem Sokha until February 16 after one of the four government lawyers tested positive for Covid-19.,37,0
"[Sponsored] Taptap Send launches in Cambodia, making money transfers easy",17,0
"The General Department of Consumer Protection, Competition and Fraud Repression (CCF) has warned that it will take action against businesses that make untrue advertisements, mislead or cheat customers. Procedural action will be taken in March.",10,1
Cambodia logs 226 new Omicron community cases,24,2
"Minister of Interior Sar Kheng has instructed National Police chief Neth Savoeun and the National Authority for Combating Drugs (NACD) to work with businesses to carry out drug testing for heavy truck drivers, as he believes that many of them may be abusing drugs which could lead to traffic accidents.",11,1
Malaysia taking a leading role as ASEAN focuses on tourism revival,46,2
"Over half of Banteay Meanchey province residents now have access to clean water, while the rest continue to depend on water from sources such as wells for their daily use, officials have said.",15,2
"Wildlife Conservation Society (WCS) Cambodia plans to submit documents requesting the registration of five fisheries communities in Koh Kong and Preah Sihanouk provinces to the Ministry of Agriculture, Forestry and Fisheries later this month.",9,3
"As the #Omicron #coronavirus variant surged in recent days, Prime Minister Hun Sen and Minister of Health Mam Bun Heng reiterated their calls for the public to maintain vigilance lest it be too late.",38,1
"The Ministry of Industry, Science, Technology and Innovation is preparing the 2022-2026 salt development strategy to develop, manage and conserve fields in the Kingdom – almost exclusively in Kampot and Kep provinces – and improve the economic efficiency of salt production.",12,1
Although economic hangovers persisted from 2020 – widely regarded as the worst year for Cambodia’s economic growth in more than two decades – the number of large-scale factories in operation managed to avoid slipping into a downtrend throughout 2021,10,1
"The General Department of Taxation will work with 49 businesses that provide online services in Cambodia to promote the implementation of value-added tax (VAT) on e-commerce transactions, in a move that responds to the recent boom in the online market.",28,0
"KIA, South Korea’s second-largest automaker, will launch six electric vehicle (EV) models by 2027 in China by renewing its joint venture in the country, where it has been losing presence in recent years over soured bilateral ties between Seoul and Beijing.",22,1
Flying cars have clearly been the main focus of automakers seeking to expand their mobility technology into the air.,16,3
"The criteria for Cambodians eligible to receive treatment and care at the mental rehabilitation centre in Kandal province has been expanded, with a senior official urging municipal and provincial authorities to send eligible residents to the facility.",11,1
"The fishery sector has huge potential in contributing to the diversification of the Kingdom’s economic base, given the abundance of resources it has and the value added potential it inherits, it said.",17,0
Minister of Interior Sar Kheng has instructed municipal and provincial governors to make it easy for all registered parties to conduct political activities so that they can contest the commune council elections scheduled for June 5 and the general election next year.,13,0
"Hot weather and poor working conditions caused mass fainting among factory workers in a bag production facility in Takeo province on February 8, according to officials.",11,0
The Phnom Penh Municipal Court of Appeal on February 8 heard a case filed by the head of a freight company who claimed he was deceived into signing documents approving a shipment of more than three tonnes of elephant ivory from South Africa in 2014.,26,3
The government and partner organisations are seeking new markets in which to sell carbon credits in order to raise funds for its efforts to increase and strengthen the protection of natural resources in the Kingdom.,16,2
"The Japanese government has disbursed $220,000 to the UN component of the Extraordinary Chambers in the Courts of Cambodia (ECCC), also known as the Khmer Rouge Tribunal, bringing their total historical contribution to $88.7 million thus far.",7,0
The Ministry of National Defence plans to build the Anlong Veng Win-Win Monument at the Techo Phnom 200 historical military site in Oddar Meanchey province’s Anlong Veng district in March.,2,0
"Minister of Economy and Finance Aun Pornmoniroth has pegged Cambodia’s economic growth at 5.6 per cent for 2022, reflecting national progress towards herd immunity against Covid-19, underpinned by vaccination rates that rank among the best globally and that have motivated the government to allow the full restoration of socio-economic activity.",18,1
"The Ministry of Health on February 9 reported 223 new Covid-19 cases, five of which were imported and all were confirmed to be the Omicron variant.",20,0
[Advertorial] Cambodia to Host One of the Largest Virtual TESOL Conferences in Asia,1,0
"The Apsara National Authority (ANA) is repairing three more Buddha statues at Angkor Wat’s “Bakan tower”, the central tower-like spire and one of the most iconic features of the ancient temple.",29,3
"Prime Minister Hun Sen will meet with the talented students who received a Grade A in the recent high school diploma exams – also known as baccalaureate II, or Bacc II’ – in an event to be held in Phnom Penh on February 28.",39,1
Ministry of Health spokeswoman Or Vandine has expressed concerns that some people regard the Covid-19 variant Omicron as ‘posing less of a threat’. She warned that such a belief is like giving Covid-19 an opportunity to attack them.,28,1
Prime Minister Hun Sen will lead a delegation to South Korea to co-host the World Summit 2022 under the theme “Towards Peace on the Korean Peninsula” and to receive the Peace Award presented by the Sunhak Peace Prize Foundation.,7,0
"The Ministry of Public Works and Transport, in collaboration with the National Police, conducted a training course for 57 traffic police officers. The training was required, as new systems have been introduced which will allow officers to issue fines and demerit points to errant drivers.",33,2
The Mondulkiri Provincial Court on February 8 charged six suspects with the brutal murder of five victims and the serious injury of another in Me Pai village of Pech Chreada district’s Pou Chrei commune.,11,0
"Chinese President Xi Jinping hosted a banquet for heads of state and international organisations attending the Winter Olympics, part of a diplomatic blitz following nearly two years without face-to-face meetings due to the pandemic.",10,1
"The widely predicted third wave of the Covid-19 pandemic is now raging, driven mainly by the highly transmissible Omicron variant of the virus, which has been spreading like wildfire in the world.",23,0
Former Bank of Thailand (BoT) director Anusorn Thammajai warned Thailand’s growing army of cryptocurrency investors that the digital assets could crash again in March.,12,2
"The Japanese government will boost support for Japanese companies in securing overseas rights to rare metals such as lithium and nickel that are used in batteries for electric vehicles, the Yomiuri Shimbun has learned.",4,0
India has set a target to double its oil production and exploration acreages to increase domestic production of oil and gas and cut reliance on imported oil,5,0
"Cotton production in Bangladesh has been low as farmers prefer other cash crops to the white fibre, completely missing out on at least a $3 billion domestic market.",12,1
"The amount of solar energy transmitted through the national grid is around 10 per cent higher than in the same time last year, and authorities are encouraging more investment in clean and renewable energy, according to the head of the state electric utility.",7,0
"The General Department of Customs and Excise of Cambodia (GDCE) has launched a mobile app of the Cambodia Customs Tariff for 2022 to make it easier for businesspeople to calculate import duties and taxes, and identify goods by category and restriction status.",14,4
Mondulkiri provincial police have sent the case of six suspects involved in the recent murder of an indigenous family in Pech Chreada district to court for further legal action.,23,2
"Prime Minister Hun Sen has announced that the Khmer New Year celebration and holidays – which falls in mid-April – will be celebrated this year, following two years of cancellations of public celebrations due to the Covid-19 pandemic.",38,2
"The National Election Committee (NEC) has announced its intention to recruit 8,302 short-term contracted officials to serve in 1,652 commune electoral commissions for the June’s commune council elections.",3,0
He added that the ministry is now rapidly expanding the institute – the first in Cambodia to provide public sector education – in response to the lack of human resources in these fields.,5,0
Sala Krao district police in Pailin province are set to send a woman and her boyfriend to court for the murder of the woman’s husband.,8,1
"Prime Minister Hun Sen on February 7 affirmed his position on establishing Cambodia’s fourth “economic pole” in the northeastern region, with a focus on agro-industry and mineral resources to spur national economic growth.",9,1
"Cambodia and Morocco are planning a business forum geared towards expanding bilateral trade and investment cooperation, bridging investors of both countries, according to Cambodian ambassador to Thailand Ouk Sorphorn.",12,0
ASEAN defence officials meet to discuss regional challenges,6,0
"The Phnom Penh Municipal Administration has issued a measure banning assembly with immediate effect in order to prevent the spread of Covid-19 among several hundred NagaWorld protesters, after 41 of them tested positive for the Omicron variant.",6,3
"Prime Minister Hun Sen has informed Myanmar leader General Min Aung Hlaing that as chair of ASEAN, he will continue to push the ruling State Administration Council (SAC) to adopt the ASEAN five-point consensus (5PC).",8,0
87 more Omicron community cases in Cambodia,12,2
[Advertorial] Wing Bank with its innovative technology providing a suite of banking products and services,16,1
"Prime Minister Hun Sen has announced that two major hospitals built with the assistance of China at a cost of nearly $80 million will be officially inaugurated in March, with more expected to be constructed in the future.",54,1
"The Japanese government has provided demining equipment worth about $800,000 to support the Cambodian Mine Action Centre (CMAC)’s demining activities in Battambang province.",9,0
"Prime Minister Hun Sen has transferred In Raksmey Rithear from his position as deputy head of the General Department of Prisons (GDP) to an advisory role at the Ministry of Interior after he was sued for fraud of more than $70,000.",5,1
"The Anti-Corruption Unit (ACU) is searching for nine public servants who have not yet declared their assets and liabilities, a biennial obligation, warning that the penalties for those refusing to comply may be doubled.",10,0
[Advertorial] KPMG in Cambodia inaugurated new office in the heart of Phnom Penh City,41,2
The Preah Sihanouk provincial tourism scene is set to get an image makeover as authorities and the private sector work together to roll out a series of development plans that complement and promote effective implementation of the forthcoming Preah Sihanouk Provincial Tourism Development Plan for 2021-2025.,20,2
"Cambodia exported more than $96.3 million worth of milled and paddy rice in the first month of this year, providing positive signs for the industry on the whole, according to the Cambodia Rice Federation (CRF).",30,3
"The Garment Manufacturers Association in Cambodia (GMAC) announced that member factories can contact it to receive free masks from February 16 to March 31, after it received more than nine million masks from Fast Retailing, the parent company of the Uniqlo brand in Japan.",13,1
"Princess Norodom Arunrasmy, former head of the royalist FUNCINPEC, has announced that she no longer has any involvement in the party, just days ahead of its congress scheduled for February 9.",7,1
"US President Joe Biden said his administration looks forward to working with Cambodia as chair of ASEAN, and that the US hopes ASEAN-US relations will continue to develop.",21,1
The National Election Committee (NEC) has authorised the use of a unique decoration which will identify security agents at polling and counting stations for the upcoming commune council elections.,11,0
The government has launched a new policy in a bid to begin the Kingdom’s transition to a digital government.,6,0
"In Opinion:

Competition law: Frying pan and sugar?",6,0
"A total of 4,106,034 domestic trips were recorded in the first 34 days of this year, from January 1 to February 3 – 23.08 per cent in just the first three days of this month alone – statistics that observers are regarding as positive signs for a rapid recovery in domestic tourism for 2022.",29,3
"More than 5,000 discoveries of explosive remnants of war (ERW) were reported to the Cambodian Mine Action Centre (CMAC) in 2021, with a total of 20,000 munitions destroyed.",17,0
The World Bank recently released a report entitled “Resilient Development: A Strategy to Diversify Cambodia’s Growth Model” as the latest Cambodia Country Economic Memorandum.,25,2
Residents in the Angkor area have gathered to celebrate a traditional spiritual ceremony which asks for happiness and preserves the ancient traditions of their ancestors. The villagers believe that the ceremony will bring happiness and abundant crops and can avert various diseases.,25,2
103 more Omicron community cases in Cambodia,15,0
Four striking former NagaWorld employees have been summoned by the Phnom Penh Municipal Court to appear for questioning over their alleged blocking of implementation of Covid-19 preventive measures at the ongoing protests.,29,1
"The Covid-19 Recovery Index Nikkei Asia showed that Cambodia had vaulted to second place behind Taiwan, after announcing that it would start to live with the coronavirus.",41,2
95 more Omicron community cases in Cambodia,10,1
"The hog badger persists in the Kingdom although in unknown numbers, despite continuing illegal poaching for their lard – used in traditional medicines largely based in superstition – as well as their meat and bones, affirmed Ministry of Environment spokesperson Neth Pheaktra.",12,1
"Five people sustained injuries in a fire that razed a house in Phsar Doeum Kor commune, of the capital's Tuol Kork district, in the early morning of February 5.",20,1
"The government has put the Cambodian Digital Government Policy 2022-2035 into use, in a bid to create a more conducive environment for the development of the digital socio-economic landscape.",9,2
Malaysian Prime Minister Ismail Sabri Yaakob will pay an official visit to Cambodia on February 24.,5,0
"Prime Minister Hun Sen said he will donate proceeds from his 2021 book ""Unbreakable Love"" and the $1 million from the 2022 Sunhak Peace Prize Founder's Award to build homes for veterans.",20,1
"The Phnom Penh Commission to Combat Covid-19, led by the capital's municipal administration, issued a directive telling former workers of NagaWorld integrated resort to immediately halt protests, and ordering them to practice coronavirus health measures to prevent the pathogen from spreading among them and their families.",18,2
